musteri_kodu,unvan,adres,sehir,ilce,lat,lon,rut_kod,rut_aciklama,ziyaret_sira,son_teslimat_tarihi,toplam_teslimat_sayisi,toplam_agirlik,toplam_tutar,durum,musteri_grubu,bolge_grubu,geocode_kaynak,geocode_hassasiyet,satis_temsilcileri,telefon,posta_kodu,ilk_teslimat_tarihi,son_teslimattan_gecen_gun
M0000204,SEKER PETSHOP*(CANAKKALE),CEVATPAŞA MAH. ZÜBEYDE HN SOK.YEDA APT.NO:38/A,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,95,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0546 642 02 42,,,
M0000213,GÖK TİCARET (ÇANAKKALE-MERKEZ),ARAP İBRAHİM PAŞA CAD. NO:93/A,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,104,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5559860552,,,
M0000217,SÜREYYA PET SHOP (EDREMİT),İKİZÇAY MH. GÜLSU CAD. MENEKŞE APT. NO:12,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,108,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5303881889,,,
M0000222,ÇENGELKÖY PETSHOP(EZİNE/ÇANAKKALE),CUMHURİYET MH17 CAD. NO:40/1,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,113,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5304701089,,,
M0000223,BİBAK PET FOOD VE AKSESUAR (MERKEZ/ÇANAKKALE),İSMETPAŞA MH. MİRALAY ŞEFİK BEY CAD. NO:47/2,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,114,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5376973417,,,
M0000224,EFE PETSHOP ( ALTIEYLÜL-10),ATIEYLÜL MH.ATALAR CD.NO:45/B,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,115,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5356022888,,,
M0000226,NOVA VETERİNER KLİNİĞİ (10-ALTIEYLÜL),BAHÇELİEVLER MH.AVUKATLAR CD.NO:36-38A,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,117,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5534656762,,,
M0000278,KUMSAL PET (ÇANAKKALE-MERKEZ),CEVATPAŞA MH.İNÖNÜ CD.NO:27 İÇ KAPI NO:15,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,135,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5452086361,,,
M0000282,KENDIN AL (BURSA-OSMANGAZI),YAHŞİBEY MAH. 12 MURAT SK.NO:29/A,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,139,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0532 740 39 89,,,
M0000283,PETELIKA PETSHOP (BURSA-OSMANGAZI),KÜKÜRTLÜ MH.ÇEKİRGE CD.NO:120/A,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,140,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,539 483 19 30,,,
M0000565,PATİ GRAM VETERİNER (BURSA-NİLÜFER),DUMLUPINAR MH.FINDIK (500) SK.NO:5A/C,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,174,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,,,,
M0000566,GÖRÜKLE VETERİNER KLİNİĞİ (BURSA-NİLÜFER),GÖRÜKLE MH.YERLEŞİM SİTESİ LALE AP.13/1,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,175,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,,,,
M0000567,İNKA VETERİNER KLİNİĞİ (BURSA-NİLÜFER),AHMETYESEVİ MH.BEY SK.BAKGÖR CİTY A BLOK 4 A/E,BALIKESİR,,,,729,ANIL BÖBEŞ RUT,176,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5550004652,,,
100001042,GRAND PET STORE,TOPRAKLI MH HALK CD SÖZER APT NO:12D PAMUKKALE,DENİZLİ,,,,557,NURŞEN YAGCI,128,2026-04-27,1,511.0,48285.06,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,NURŞEN YAĞCI,5065410514,34000,2026-04-27,88
100000593,BABAOĞLU YEM YUSUF ÇOBAN,SERAYLAR MH. AHİ SİNAN CD. NO:46/0 MERKEZEFENDİ,DENİZLİ,,,,557,NURŞEN YAGCI,131,,0,0.0,0.0,Aktif,202 - YEM TOPTAN,cekirdek,basarisiz,yok,NURŞEN YAĞCI,5392067992,34000,,
100000416,KUDRET ÇELIK,ŞEHİT YUNUS KESKİN CADDESİ NO:99-A PAMUKKALE-DENİZLİ,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,4,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5549247331,34000,,
100000594,HOBİDEN AKVARYUM PETSHOP SEDAT KÖSE,İSTİKLAL MH. İNÖNÜ CD. NO:55/1 A,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,10,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5446126122,34000,,
100000810,SARAY PETSHOP AKVARYUM&KUŞ GALERİSİ BEKİR OK,SURAKAPILAR MAH. PROF. DR. NUSRET FİŞEK SK. NO:12/A KAŞIKÇI İŞ HANI,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,18,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5324735076,34000,,
100000823,PASTEL PETSHOP MEHMET ÇAKIROĞLU,ATALAR MH. 935SK NO:3,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,19,2025-12-22,1,165.0,20404.66,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5522928412,34000,2025-12-22,214
100001027,ARDA PET SHOP,KARAHASANLAR MAH 2040 SOK.NERGİS APTNO:3/B DENİZLİ,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,37,2026-01-05,1,102.0,6456.02,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5400066636,34000,2026-01-05,200
100001044,ANİMALİA PET,BAŞKARCI MH 1040/1 SK.NO:24 İÇ KAPI NO:1,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,40,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5558555500,34000,,
100001045,ÇUVALLA MAMA,1200 EVLER MH 2037 SK KAYHAN APT NO:2,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,41,2025-12-22,1,510.0,51207.34,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5325042489,34000,2025-12-22,214
100001046,İŞİMİZ PET SHOP,ALTINTOP MH LİSE CAD NO:56A MERKEZEFENDİ,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,42,2025-12-22,1,1121.0,89423.47,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5469528156,34000,2025-12-22,214
100001072,MEHMET ALİ ŞEN,FESLEĞEN MH.KIBRIS ŞEHİTLERİ CAD: NO:49A PAMUKKALE,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,43,2025-12-22,1,330.0,30803.33,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5070102701,34000,2025-12-22,214
100000402,CELEPOGULLARI LOJISTIK ITH.VEIHR. A.S,Topraklı Mah. Şehit Kemal Kalaycı Sok. No:26/1 Pamukkale Denizli,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,202 - YEM TOPTAN,cekirdek,basarisiz,yok,,5323943244,34000,,
100000418,ISMAIL SOYSAL,15 MAYIS MH.560 SK.İNCEOĞLU APT.NO:11/8 PAMUKKALE-DENİZLİ,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5416452422,34000,,
100000423,ABALIOGLU LEZITA GIDA SANAYI A.S,ESKİ HİSAR MAH PAMUKKALE BULV NO:2/A MERKEZEFENDİ DENİZLİ,DENİZLİ,,,,,,,,0,0.0,0.0,İptal,201 - PETSHOP,cekirdek,basarisiz,yok,,5388438131,34000,,
100000427,BEKIR ULUGUT,KURTLUCA MAH KURTLUCA SOK NO:226/1 PAMUKKALE DENİZLİ,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5374821335,34000,,
100000432,DENIZLI BÜYÜKSEHIR BELEDIYESI ÇEVRE KORUMA VE KONT. DAIRE BASK,BARBAROS BULV. NO:108 PAMUKKALE DENİZLİ,DENİZLİ,,,,,,,,0,0.0,0.0,İptal,203 - ÇİFTLİK/BARINAK,cekirdek,basarisiz,yok,,5416123357,34000,,
100000674,YAKAMOZ PETSHOP AHMET KAVSARA,PELİTBAĞ MAH. HÜRRİYET CAD. NO:88/3A,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5555555555,34000,,
100000824,DARLING PET SHOP İBRAHİM GİRGİN,DEĞİRMENÖNÜ MH. LOZAN CD. NO:67 B,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5498810338,34000,,
100001016,MY PET SHOP/AHMET YESEVİ KANPOLAT,KUŞPINAR MH İNÖNÜ CAD ÖZGÜN SİTESİ NO:184/A,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5541881854,34000,,
100000451,CAN DOST GIDA HAYV. SÜT ÜRN. TAR. İNŞ. SAN. VE TİC. LTD. ŞTİ,,MANİSA,,,,690,ÖMER AYDIN SALI,11,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,ÖMER AYDIN,5335725605,34000,,
100000476,AHTABUR VETERİNER KLİNİĞİ,,MANİSA,,,,690,ÖMER AYDIN SALI,15,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,ÖMER AYDIN,5532194141,34000,,
100000471,FIRAT ÇALHAN,,MANİSA,,,,691,ÖMER AYDIN ÇARŞAMBA,14,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,ÖMER AYDIN,5465350545,34000,,
100000472,PATİM PETSHOP HASAN SERHAT IDIZBEZ,İBRAHİM ÇELEBİ MH. KUMLUDERECE CD. NO:141A,MANİSA,,,,692,ÖMER AYDIN PERŞEMBE,14,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,ÖMER AYDIN,5079110725,34000,,
100000870,YİĞİT ARAS PETSHOP AYDIN PAYKOÇ,TEVFİKİYE MH. 3521 SK. NO:2/B,MANİSA,,,,692,ÖMER AYDIN PERŞEMBE,25,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,ÖMER AYDIN,5383023695,34000,,
100000473,E-TİCARET PET SHOP,,MANİSA,,,,693,ÖMER AYDIN CUMA,14,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,ÖMER AYDIN,5524565164,34000,,
100000480,MY PETSHOP,,MANİSA,,,,694,ÖMER AYDIN CUMARTESİ,15,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,ÖMER AYDIN,5436391159,34000,,
100000873,PARK PETSHOP YELİZ PAYER,LALELİ MH. ALİRIZA EFENDİ CD. MAGNESİA AVM NO:4/B-01,MANİSA,,,,694,ÖMER AYDIN CUMARTESİ,25,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,ÖMER AYDIN,2363022313,34000,,
100000882,PATİNOVA PET SHOP ESRA EĞİLMEZ,ATATÜRK MH. ŞEHİT HASAN KUZU CAD. B BLOK NO:210/A,MANİSA,,,,694,ÖMER AYDIN CUMARTESİ,26,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,ÖMER AYDIN,5379141981,34000,,
100000589,TOPALOĞLU AV MALZEMELERİ LMT. ŞRKT,CUMHURİYET MH. İNÖNÜ CD. NO:9/A,MUĞLA,,,,504,TAMER ÇELİK PAZARTESİ,8,2026-05-22,2,480.0,31295.67,Aktif,202 - YEM TOPTAN,cekirdek,basarisiz,yok,TAMER ÇELİK,5303659100,34000,2026-02-16,63
100000572,TLOS VETERİNER KLİNİĞİ YILMAZ SARP ÇATALKAYA,BELEN MH. PROF. DR. YÜKSEL ÖZDEN CD. NO:7/1,MUĞLA,,,,,,,,0,0.0,0.0,Pasif,200 - VETERİNER,cekirdek,basarisiz,yok,,5434981169,34000,,
100000620,TÜLAY ÜNLÜ,PAŞALI MAH. KOCAAHMETLER MEVKİİ DÜDENLER SK NO:357,MUĞLA,,,,,,,,0,0.0,0.0,Pasif,203 - ÇİFTLİK/BARINAK,cekirdek,basarisiz,yok,,5555555555,34000,,
100000629,ÇİTOS PETSHOP ABDULLAH EMİN BAĞCI,YENİKÖY MH. 446 SK NO:9/2 MENTEŞE,MUĞLA,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5370640280,34000,,
100001051,Muğla Doğayı ve Hayvanları Koruma Derneği,Düğerek mah. Şehit Mehmet Kara sok. Kapı no 10/6. Menteşe. Muğla,MUĞLA,,,,,,,,0,0.0,0.0,Pasif,203 - ÇİFTLİK/BARINAK,cekirdek,basarisiz,yok,,5442024164,34000,,
M0000013,KULUBE 17 VETERINERLIK HIZM.TIC.LTD.STI. (CANAKKALE-MERKEZ),HAMİDİYE MH FATİH CAD. QUEEN PARK C BLOK N:27/C İÇ KAPI N:4 KEPEZ KÖYÜ,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,13,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5352465641,,,
M0000024,ARTUN VETERİNERLİK HİZM.TİC.LTD.ŞTİ.(ÇANAKKALE-MERKEZ),CEVATPAŞA MH.PİRİ REİS CD.NO:12/B,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,22,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5462398728,,,
M0000025,PET CİTY VETERİNER SAĞLIK HİZM.SAN.VE TİC.LTD.ŞTİ.(ÇANAKKALE-MERKEZ),BARBAROS MH.SEDİR SK.NO:1/2,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,23,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5374607743,,,
M0000027,VET CASTLE VETERİNERLİK HİZMETLERİ TARIM HAYVANCILIK İLAÇLAMA SAN.TİC.LTD.ŞTİ (ÇANAKKALE-MERKEZ),İsmetpaşa Mh. Malazgirt Sk. Sağlam Kent A Blok No:39/21,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,25,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5324205200,,,
M0000123,SAVAS YEM GIDA (BALIKESIR-KARESI),ALİ HİKMET PAŞA MAH.DEDE SK. SAVAŞ YEM NO:33,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,31,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,534 400 36 37,,,
M0000135,OTANTİK PET VE AKVARYUM (BALIKESIR-GONEN),HÜSEYİN TÜMER CAD.NO:57,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,42,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0535 335 09 96,,,
M0000228,MAMAMİA VETERİNER KLİNİĞİ (10-BANDIRMA),ORDU CAD.AYTUĞ SİTESİ NO:124/B,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,119,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5465399269,,,
M0000229,PATİBÖR PETSHOP (ÇANAKKALE-MERKEZ),BARBAROS MH.UYAR SK.NO:2/1 İÇ KAPI NO:1,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,120,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5448148992,,,
M0000230,ALFA VETERİNER HEKİM MUAYENEHANESİ (10-EDREMİT),İKİZÇAY MH.BÜLENT ECEVİT CD. ZAFER AP.27,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,121,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5544841218,,,
M0000233,YÖRÜKOĞLU AV BAYİİ (10-DURSUNBEY),BELEDİYE ARKASI NO:3,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,123,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5426376063,,,
M0000313,PATIKA PETSHOP (BURSA-NILUFER),İHSANİYE MAH. İNCESU SK. NO:11 A,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,144,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0531 692 49 94,,,
M0000314,PETHOUSE (BURSA-NILUFER),İHSANİYE MAH.OKUL CAD. BURÇAK NO:72/G İÇ KAPI NO:1,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,145,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,530 606 70 01,,,
M0000315,XX CIPET PETSHOP16 (BURSA-OSMANGAZI),SOĞANLI MAH. ÇELEBİ MEHMET BLV. BOTANİK 224 NO:199 C,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,146,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,535 036 13 24,,,
M0000316,PET MARKETIM (BURSA-NILUFER),BEŞEVLER MAH.YILDIRIM CAD. A BLOK NO:141-143/A,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,147,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,536 291 35 46,,,
M0000321,ISIK YEM (BURSA-OSMANGAZI),HÜRRİYET MAHALLESİ 9. CAMİ SOK. NO:14,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,152,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,05355250720,,,
M0000322,LALI PETSHOP (BURSA-NILUFER),ODUNLUK MAH. AKPINAR(180) CAD.İŞYERİ (OFİSLER) GREEN WHITE PLAZA NO: 5 İÇ KAPI,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,153,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0533 938 52 68,,,
M0000323,KAYA GİRAY VETERINER KLINIGI (BURSA-INEGOL),ERTUĞRULGAZİ MAH. AKPINAR CAD. NO: 9 İÇ KAPI NO:1,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,154,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5365548350,,,
M0000324,YEZDA AMBALAJ KIRTASIYE (BURSA-OSMANGAZI),SAKARYA MAH/SEMT 6.ULU SK. ALTAY APT. NO: 91 A,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,155,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0539 656 66 22,,,
M0000325,PETITOYS PETSHOP (BURSA-OSMANGAZİ),GÜZELYALI SİTELER MAH. ESKİ16 ASFALTI CAD. NO:35/BA,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,156,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0553 655 67 53,,,
M0000327,ZOA PETSHOP (BURSA-YILDIRIM),BAĞLARALTI MAH. 2.CAD.NO:24/C,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,158,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,544 318 64 05,,,
M0000329,GIRGIR PETSHOP (BURSA-OSMANGAZI),YENİKARAMAN MAH. 20.ŞAHİN SK. NO: 26 A,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,160,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,534 893 52 38,,,
M0000333,SILVA PET (BURSA-YILDIRIM) X,KURTOĞLU MAH. NAMAZGAH CAD. NO: 31 A İÇ KAPI NO: B1,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,164,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,555 700 79 44,,,
M0000334,MY PET KAMPUS (BURSA-NILUFER),ALAADDİNBEY MAH.AYDINLIK SK.NO:20,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,165,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,538 799 97 59,,,
